,address_type,agency,agency_name,borough,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,location_type,park_borough,park_facility_name,resolution_action_updated_date,school_address,school_city,school_code,school_name,school_number,school_phone_number,school_region,school_state,school_zip,status,street_name,unique_key
1511,BLOCKFACE,DOT,Department of Transportation,QUEENS,,2008-03-12T00:00:00.000,Unspecified QUEENS,Street Condition,2008-03-11T00:00:00.000,41 AVENUE,JACKSON AVENUE,Pothole,,N/A, QUEENS PLAZA SOUTH,,,,,,QUEENS,Unspecified,2008-03-12T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,QUEENS PLAZA SOUTH,10700154
1512,INTERSECTION,DOT,Department of Transportation,BRONX,,2008-03-13T00:00:00.000,Unspecified BRONX,Street Condition,2008-03-11T00:00:00.000,,,Pothole,,N/A,,,EAST 135 STREET,LINCOLN AVENUE,,,BRONX,Unspecified,2008-03-13T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10707777
1513,INTERSECTION,DOT,Department of Transportation,STATEN ISLAND,,2008-03-13T00:00:00.000,Unspecified STATEN ISLAND,Street Condition,2008-03-12T00:00:00.000,,,Pothole,,N/A,,,PORT RICHMOND AVENUE,CLINTON PLACE,,,STATEN ISLAND,Unspecified,2008-03-13T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10707762
1514,INTERSECTION,DOT,Department of Transportation,BRONX,,2008-03-18T00:00:00.000,Unspecified BRONX,Street Condition,2008-03-11T00:00:00.000,,,Pothole,,N/A,,,EAST 187 STREET,PARK AVENUE,,,BRONX,Unspecified,2008-03-18T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10707772
1515,BLOCKFACE,DOT,Department of Transportation,Unspecified,QUEENS,2008-03-10T00:00:00.000,0 Unspecified,Street Condition,2008-03-09T00:00:00.000,ROCKAWAY BEACH BOULEVARD,ROCKAWAY FREEWAY,Pothole,,N/A, BEACH   54 STREET,,,,,,Unspecified,Unspecified,2008-03-10T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,BEACH   54 STREET,10700157
1516,BLOCKFACE,DOT,Department of Transportation,Unspecified,BRONX,2008-03-14T00:00:00.000,0 Unspecified,Street Condition,2008-03-11T00:00:00.000,CLAY AVENUE,WEBSTER AVENUE,Pothole,,N/A, CROSS BRONX EXPRESSWAY,,,,,,Unspecified,Unspecified,2008-03-14T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,CROSS BRONX EXPRESSWAY,10700165
1517,BLOCKFACE,DOT,Department of Transportation,Unspecified,BROOKLYN,2008-03-12T00:00:00.000,0 Unspecified,Street Condition,2008-03-11T00:00:00.000,EAST   80 STREET,EAST   84 STREET,Pothole,,N/A, SEAVIEW AVENUE,,,,,,Unspecified,Unspecified,2008-03-12T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,SEAVIEW AVENUE,10700214
1518,INTERSECTION,DOT,Department of Transportation,QUEENS,,2008-03-12T00:00:00.000,Unspecified QUEENS,Street Condition,2008-03-11T00:00:00.000,,,Pothole,,N/A,,,QUEENS BOULEVARD,51 STREET,,,QUEENS,Unspecified,2008-03-12T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10715301
1519,INTERSECTION,DOT,Department of Transportation,QUEENS,,2008-03-12T00:00:00.000,Unspecified QUEENS,Street Condition,2008-03-11T00:00:00.000,,,Pothole,,N/A,,,39 STREET,QUEENS BOULEVARD,,,QUEENS,Unspecified,2008-03-12T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10715302
1520,,DOT,Department of Transportation,BRONX,,2008-03-24T00:00:00.000,Unspecified BRONX,Street Condition,2008-03-23T00:00:00.000,,,Failed Street Repair,2008-04-02T00:00:00.000,N/A,,,ADDEE AVENUE,KNAPP AVENUE,,Street,BRONX,Unspecified,2008-03-24T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10775518
1521,INTERSECTION,DOT,Department of Transportation,QUEENS,,2008-03-18T00:00:00.000,Unspecified QUEENS,Street Condition,2008-03-10T00:00:00.000,,,Pothole,,N/A,,,QUEENS BOULEVARD,UNION TURNPIKE,,,QUEENS,Unspecified,2008-03-18T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10691315
1522,INTERSECTION,DOT,Department of Transportation,QUEENS,,2008-03-20T00:00:00.000,Unspecified QUEENS,Street Condition,2008-03-09T00:00:00.000,,,Pothole,,N/A,,,ULMER STREET,WHITESTONE EXPRESSWAY,,,QUEENS,Unspecified,2008-03-20T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10691314
1523,INTERSECTION,DOT,Department of Transportation,QUEENS,,2008-03-09T00:00:00.000,Unspecified QUEENS,Street Condition,2008-03-08T00:00:00.000,,,Pothole,,N/A,,,UNION TURNPIKE,GRAND CENTRAL PARKWAY,,,QUEENS,Unspecified,2008-03-09T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10691324
1524,INTERSECTION,DOT,Department of Transportation,QUEENS,,2008-03-09T00:00:00.000,Unspecified QUEENS,Street Condition,2008-03-08T00:00:00.000,,,Pothole,,N/A,,,HORACE HARDING EXPRESSWAY,MAIN STREET,,,QUEENS,Unspecified,2008-03-09T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10691330
1525,INTERSECTION,DOT,Department of Transportation,QUEENS,,2008-03-09T00:00:00.000,Unspecified QUEENS,Street Condition,2008-03-08T00:00:00.000,,,Pothole,,N/A,,,229 STREET,HORACE HARDING EXPRESSWAY,,,QUEENS,Unspecified,2008-03-09T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10691336
1526,INTERSECTION,DOT,Department of Transportation,QUEENS,,2008-03-09T00:00:00.000,Unspecified QUEENS,Street Condition,2008-03-08T00:00:00.000,,,Pothole,,N/A,,,170 STREET,JAMAICA AVENUE,,,QUEENS,Unspecified,2008-03-09T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10691342
1527,BLOCKFACE,DOT,Department of Transportation,BRONX,,2008-03-13T00:00:00.000,Unspecified BRONX,Street Condition,2008-03-13T00:00:00.000,HENRY HUDSON PARKWAY,HENRY HUDSON PARKWAY,Pothole,,N/A, WEST  246 STREET,,,,,,BRONX,Unspecified,2008-03-13T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,WEST  246 STREET,10719449
1528,INTERSECTION,DOT,Department of Transportation,QUEENS,,2008-03-12T00:00:00.000,Unspecified QUEENS,Street Condition,2008-03-11T00:00:00.000,,,Pothole,,N/A,,,42 STREET,QUEENS BOULEVARD,,,QUEENS,Unspecified,2008-03-12T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10715304
1529,INTERSECTION,DOT,Department of Transportation,QUEENS,,2008-03-12T00:00:00.000,Unspecified QUEENS,Street Condition,2008-03-11T00:00:00.000,,,Pothole,,N/A,,,39 STREET,QUEENS BOULEVARD,,,QUEENS,Unspecified,2008-03-12T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10715306
1530,,DOT,Department of Transportation,MANHATTAN,,2008-03-18T00:00:00.000,Unspecified MANHATTAN,Street Condition,2008-03-16T00:00:00.000,65 STREET,66 STREET,Plate Condition - Noisy,2008-03-26T00:00:00.000,N/A, MADISON AVENUE,,,,,Street,MANHATTAN,Unspecified,2008-03-18T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,MADISON AVENUE,10729157
1531,INTERSECTION,DOT,Department of Transportation,BRONX,,2008-03-13T00:00:00.000,Unspecified BRONX,Street Condition,2008-03-13T00:00:00.000,,,Pothole,,N/A,,,BRUCKNER BOULEVARD,WILKINSON AVENUE,,,BRONX,Unspecified,2008-03-13T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10719443
1532,INTERSECTION,DOT,Department of Transportation,BRONX,,2008-03-13T00:00:00.000,Unspecified BRONX,Street Condition,2008-03-12T00:00:00.000,,,Pothole,,N/A,,,BRUCKNER BOULEVARD,WALES AVENUE,,,BRONX,Unspecified,2008-03-13T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10715414
1533,,DOT,Department of Transportation,BROOKLYN,,2008-03-19T00:00:00.000,Unspecified BROOKLYN,Street Condition,2008-03-15T00:00:00.000,,,Line/Marking - Faded,2008-04-14T00:00:00.000,N/A,,,BEDFORD,KNAPP,,Street,BROOKLYN,Unspecified,2008-03-19T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10723800
1534,BLOCKFACE,DOT,Department of Transportation,Unspecified,BRONX,2008-03-17T00:00:00.000,0 Unspecified,Street Condition,2008-03-14T00:00:00.000,CROTONA AVENUE,CROTONA PARK EAST,Pothole,,N/A, CLAREMONT PARKWAY,,,,,,Unspecified,Unspecified,2008-03-17T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,CLAREMONT PARKWAY,10719452
1535,BLOCKFACE,DOT,Department of Transportation,BRONX,,2008-03-18T00:00:00.000,Unspecified BRONX,Street Condition,2008-03-14T00:00:00.000,GLEASON AVENUE/OLMSTEAD AVENUE,POWELL AVENUE,Pothole,,N/A, CROSS BRONX EXPRESSWAY,,,,,,BRONX,Unspecified,2008-03-18T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,CROSS BRONX EXPRESSWAY,10719456
1536,INTERSECTION,DOT,Department of Transportation,BRONX,,2008-03-14T00:00:00.000,Unspecified BRONX,Street Condition,2008-03-11T00:00:00.000,,,Pothole,,N/A,,,PELHAM PARKWAY,ESPLANADE,,,BRONX,Unspecified,2008-03-14T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10699956
1537,INTERSECTION,DOT,Department of Transportation,QUEENS,,2008-03-14T00:00:00.000,Unspecified QUEENS,Street Condition,2008-03-13T00:00:00.000,,,Pothole,,N/A,,,ASTORIA BLVD,77 ST,,,QUEENS,Unspecified,2008-03-14T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10726096
1538,INTERSECTION,DOT,Department of Transportation,QUEENS,,,Unspecified QUEENS,Street Condition,2008-03-15T00:00:00.000,,,Hummock,,N/A,,,108 STREET,HORACE HARDING EXPRESSWAY,,,QUEENS,Unspecified,2008-03-15T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Pending,,10726102
1539,BLOCKFACE,DOT,Department of Transportation,QUEENS,,2008-04-04T00:00:00.000,Unspecified QUEENS,Street Condition,2008-03-15T00:00:00.000,DEAD END,DEAD END,Pothole,,N/A, 103 STREET,,,,,,QUEENS,Unspecified,2008-04-04T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,103 STREET,10726103
1540,INTERSECTION,DOT,Department of Transportation,QUEENS,,2008-03-18T00:00:00.000,Unspecified QUEENS,Street Condition,2008-03-15T00:00:00.000,,,Pothole,,N/A,,,71 STREET,CALDWELL AVENUE,,,QUEENS,Unspecified,2008-03-18T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10726110
1541,INTERSECTION,DOT,Department of Transportation,STATEN ISLAND,,2008-03-12T00:00:00.000,Unspecified STATEN ISLAND,Street Condition,2008-03-11T00:00:00.000,,,Pothole,,N/A,,,AMBOY ROAD,ARDEN AVENUE,,,STATEN ISLAND,Unspecified,2008-03-12T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10699892
1542,INTERSECTION,DOT,Department of Transportation,BRONX,,2008-03-18T00:00:00.000,Unspecified BRONX,Street Condition,2008-03-15T00:00:00.000,,,Pothole,,N/A,,,EAST 243 STREET,WHITE PLAINS ROAD,,,BRONX,Unspecified,2008-03-18T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10726128
1543,INTERSECTION,DOT,Department of Transportation,QUEENS,,2008-03-28T00:00:00.000,Unspecified QUEENS,Street Condition,2008-03-11T00:00:00.000,,,Pothole,,N/A,,,ASTORIA BOULEVARD,49 STREET,,,QUEENS,Unspecified,2008-03-28T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10699916
1544,INTERSECTION,DOT,Department of Transportation,QUEENS,,2008-03-12T00:00:00.000,Unspecified QUEENS,Street Condition,2008-03-11T00:00:00.000,,,Pothole,,N/A,,,QUEENS BLVD,45 ST,,,QUEENS,Unspecified,2008-03-12T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10699910
1545,INTERSECTION,DOT,Department of Transportation,QUEENS,,2008-03-10T00:00:00.000,Unspecified QUEENS,Street Condition,2008-03-09T00:00:00.000,,,Pothole,,N/A,,,CENTRAL AVENUE,SAGE STREET,,,QUEENS,Unspecified,2008-03-10T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10699912
1546,INTERSECTION,DOT,Department of Transportation,QUEENS,,2008-03-14T00:00:00.000,Unspecified QUEENS,Street Condition,2008-03-11T00:00:00.000,,,Pothole,,N/A,,,89 AVENUE,COMMONWEALTH BOULEVARD,,,QUEENS,Unspecified,2008-03-14T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10699934
1547,INTERSECTION,DOT,Department of Transportation,QUEENS,,2008-03-26T00:00:00.000,Unspecified QUEENS,Street Condition,2008-03-25T00:00:00.000,,,Pothole,,N/A,,,120 AVENUE,196 STREET,,,QUEENS,Unspecified,2008-03-26T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10801544
1548,INTERSECTION,DOT,Department of Transportation,QUEENS,,2008-03-17T00:00:00.000,Unspecified QUEENS,Street Condition,2008-03-11T00:00:00.000,,,Pothole,,N/A,,,47 AVENUE,192 STREET,,,QUEENS,Unspecified,2008-03-17T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10707628
1549,BLOCKFACE,DOT,Department of Transportation,BROOKLYN,,2008-03-29T00:00:00.000,Unspecified BROOKLYN,Street Condition,2008-03-12T00:00:00.000,ASHLAND PLACE,FLATBUSH AVENUE,Pothole,,N/A, LAFAYETTE AVENUE,,,,,,BROOKLYN,Unspecified,2008-03-29T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,LAFAYETTE AVENUE,10716263
1550,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,2008-03-21T00:00:00.000,Unspecified BROOKLYN,Street Condition,2008-03-13T00:00:00.000,,,Pothole,,N/A,,,6 AVENUE,65 STREET,,,BROOKLYN,Unspecified,2008-03-21T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10719124
1551,BLOCKFACE,DOT,Department of Transportation,QUEENS,,2008-03-25T00:00:00.000,Unspecified QUEENS,Street Condition,2008-03-13T00:00:00.000,30 STREET,BORDEN AVENUE,Pothole,,N/A, HORACE HARDING EXPRESSWAY,,,,,,QUEENS,Unspecified,2008-03-25T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,HORACE HARDING EXPRESSWAY,10716284
1552,BLOCKFACE,DOT,Department of Transportation,QUEENS,,2008-03-12T00:00:00.000,Unspecified QUEENS,Street Condition,2008-03-11T00:00:00.000,VAN DAM STREET,VAN DAM STREET,Pothole,,N/A, QUEENS BOULEVARD,,,,,,QUEENS,Unspecified,2008-03-12T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,QUEENS BOULEVARD,10716292
1553,BLOCKFACE,DOT,Department of Transportation,Unspecified,BRONX,2008-03-20T00:00:00.000,0 Unspecified,Street Condition,2008-03-17T00:00:00.000,AMTRAK RR,STILLWELL AVENUE,Pothole,,N/A, PELHAM PARKWAY,,,,,,Unspecified,Unspecified,2008-03-20T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,PELHAM PARKWAY,10735035
1554,INTERSECTION,DOT,Department of Transportation,BRONX,,2008-03-19T00:00:00.000,Unspecified BRONX,Street Condition,2008-03-18T00:00:00.000,,,Pothole,,N/A,,,GRAND CONCOURSE,E BURNSIDE AVE,,,BRONX,Unspecified,2008-03-19T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10759488
1555,INTERSECTION,DOT,Department of Transportation,QUEENS,,2008-03-14T00:00:00.000,Unspecified QUEENS,Street Condition,2008-03-13T00:00:00.000,,,Pothole,,N/A,,,30 STREET,BORDEN AVENUE,,,QUEENS,Unspecified,2008-03-14T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10719250
1556,INTERSECTION,DOT,Department of Transportation,QUEENS,,2008-03-13T00:00:00.000,Unspecified QUEENS,Street Condition,2008-03-13T00:00:00.000,,,Pothole,,N/A,,,37 AVENUE,BROOKLYN QNS EXPRESSWAY,,,QUEENS,Unspecified,2008-03-13T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10719252
1557,,DOT,Department of Transportation,MANHATTAN,,2008-03-21T00:00:00.000,Unspecified MANHATTAN,Street Condition,2008-03-14T00:00:00.000,7 AVE SOUTH,HUDSON STREET,"Rough, Pitted or Cracked Roads",2008-06-12T00:00:00.000,N/A, GROVE ST,,,,,Street,MANHATTAN,Unspecified,2008-03-21T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,GROVE ST,10717307
1558,INTERSECTION,DOT,Department of Transportation,QUEENS,,2008-03-13T00:00:00.000,Unspecified QUEENS,Street Condition,2008-03-12T00:00:00.000,,,Pothole,,N/A,,,GRAND AVE,74 ST,,,QUEENS,Unspecified,2008-03-13T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10719262
1559,INTERSECTION,DOT,Department of Transportation,QUEENS,,2008-03-13T00:00:00.000,Unspecified QUEENS,Street Condition,2008-03-12T00:00:00.000,,,Pothole,,N/A,,,QUEENS BLVD,62 AV,,,QUEENS,Unspecified,2008-03-13T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10719280
1560,INTERSECTION,DOT,Department of Transportation,QUEENS,,2008-03-13T00:00:00.000,Unspecified QUEENS,Street Condition,2008-03-12T00:00:00.000,,,Pothole,,N/A,,,43 AVENUE,94 STREET,,,QUEENS,Unspecified,2008-03-13T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10719291
1561,BLOCKFACE,DOT,Department of Transportation,QUEENS,,2008-03-13T00:00:00.000,Unspecified QUEENS,Street Condition,2008-03-12T00:00:00.000,GRAND CENTRAL PARKWAY,GRAND CENTRAL PARKWAY,Pothole,,N/A, ASTORIA BOULEVARD,,,,,,QUEENS,Unspecified,2008-03-13T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,ASTORIA BOULEVARD,10719311
1562,INTERSECTION,DOT,Department of Transportation,QUEENS,,2008-03-13T00:00:00.000,Unspecified QUEENS,Street Condition,2008-03-12T00:00:00.000,,,Pothole,,N/A,,,QUEENS PLAZA EAST,38 AVENUE,,,QUEENS,Unspecified,2008-03-13T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10719307
1563,INTERSECTION,DOT,Department of Transportation,QUEENS,,2008-03-13T00:00:00.000,Unspecified QUEENS,Street Condition,2008-03-12T00:00:00.000,,,Pothole,,N/A,,,60 STREET,NORTHERN BOULEVARD,,,QUEENS,Unspecified,2008-03-13T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10719303
1564,INTERSECTION,DOT,Department of Transportation,QUEENS,,2008-03-19T00:00:00.000,Unspecified QUEENS,Street Condition,2008-03-14T00:00:00.000,,,Pothole,,N/A,,,109 STREET,JAMAICA AVENUE,,,QUEENS,Unspecified,2008-03-19T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10719318
1565,INTERSECTION,DOT,Department of Transportation,QUEENS,,2008-03-14T00:00:00.000,Unspecified QUEENS,Street Condition,2008-03-13T00:00:00.000,,,Pothole,,N/A,,,HOLLIS HILLS TERRACE,94 AVENUE,,,QUEENS,Unspecified,2008-03-14T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10719321
1566,INTERSECTION,DOT,Department of Transportation,QUEENS,,,Unspecified QUEENS,Street Condition,2008-03-11T00:00:00.000,,,Pothole,,N/A,,,89 AVENUE,COMMONWEALTH BOULEVARD,,,QUEENS,Unspecified,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10715513
1567,INTERSECTION,DOT,Department of Transportation,STATEN ISLAND,,2008-03-21T00:00:00.000,Unspecified STATEN ISLAND,Street Condition,2008-03-13T00:00:00.000,,,Pothole,,N/A,,,HANNAH STREET,MURRAY HULBERT AVENUE,,,STATEN ISLAND,Unspecified,2008-03-21T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10715451
1568,,DOT,Department of Transportation,BRONX,,2008-03-24T00:00:00.000,Unspecified BRONX,Street Condition,2008-03-17T00:00:00.000,,,Line/Marking - Faded,2008-04-16T00:00:00.000,N/A,,,WESTCHESTER AVE,WHITE PLAINS ROAD,,Street,BRONX,Unspecified,2008-03-24T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10732320
1569,INTERSECTION,DOT,Department of Transportation,QUEENS,,2008-03-25T00:00:00.000,Unspecified QUEENS,Street Condition,2008-03-13T00:00:00.000,,,Pothole,,N/A,,,BORDEN AVENUE,GREENPOINT AVENUE,,,QUEENS,Unspecified,2008-03-25T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10715522
1570,BLOCKFACE,DOT,Department of Transportation,BROOKLYN,,2008-03-29T00:00:00.000,Unspecified BROOKLYN,Street Condition,2008-03-18T00:00:00.000,EAST   94 STREET,EAST   95 STREET,Pothole,,N/A, EAST NEW YORK AVENUE,,,,,,BROOKLYN,Unspecified,2008-03-29T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,EAST NEW YORK AVENUE,10750744
1571,INTERSECTION,DOT,Department of Transportation,QUEENS,,2008-03-12T00:00:00.000,Unspecified QUEENS,Street Condition,2008-03-11T00:00:00.000,,,Pothole,,N/A,,,NORTHERN BLVD,149 PL,,,QUEENS,Unspecified,2008-03-12T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10715526
1572,INTERSECTION,DOT,Department of Transportation,QUEENS,,2008-03-12T00:00:00.000,Unspecified QUEENS,Street Condition,2008-03-11T00:00:00.000,,,Pothole,,N/A,,,MAIN STREET,HORACE HARDING EXPRESSWAY,,,QUEENS,Unspecified,2008-03-12T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10715529
1573,,DOT,Department of Transportation,STATEN ISLAND,,2008-03-17T00:00:00.000,Unspecified STATEN ISLAND,Street Condition,2008-03-14T00:00:00.000,,,"Rough, Pitted or Cracked Roads",2008-06-12T00:00:00.000,N/A,,,SAMPSON AVE,KATAN AVE,,Street,STATEN ISLAND,Unspecified,2008-03-17T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,10717719
1574,BLOCKFACE,DOT,Department of Transportation,Unspecified,QUEENS,2008-03-14T00:00:00.000,0 Unspecified,Street Condition,2008-03-13T00:00:00.000,BROOKVILLE BOULEVARD,BELT PARKWAY,Pothole,,N/A, SUNRISE HIGHWAY,,,,,,Unspecified,Unspecified,2008-03-14T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,SUNRISE HIGHWAY,10734945
