,address_type,agency,agency_name,borough,bridge_highway_direction,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,location_type,park_borough,park_facility_name,resolution_action_updated_date,school_address,school_city,school_code,school_name,school_number,school_phone_number,school_region,school_state,school_zip,status,street_name,unique_key
1956,,DOT,Department of Transportation,BROOKLYN,,,2005-05-12T00:00:00.000,Unspecified BROOKLYN,Street Condition,2005-05-06T00:00:00.000,,,Street Lines Complaint,N/A,,,FLATBUSH AVE NORTH,EASTERN PKWY,,Street,BROOKLYN,Unspecified,2005-05-12T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,1522564
1957,,DOT,Department of Transportation,BROOKLYN,West Bound,,2005-04-18T00:00:00.000,Unspecified BROOKLYN,Street Condition,2005-04-06T00:00:00.000,BUFFALO AVENUE,BROOKLYN AVENUE,Street Lines Complaint,N/A, BURGEN STREET,,,,,Street,BROOKLYN,Unspecified,2005-04-18T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,BURGEN STREET,1510996
1958,,DOT,Department of Transportation,QUEENS,,,2005-03-03T00:00:00.000,Unspecified QUEENS,Street Condition,2005-02-22T00:00:00.000,UTOPIA PARKWAY,184 ST,Street Lines Complaint,N/A, HORACE HARDING EXPRESSWAY,,,,,Street,QUEENS,Unspecified,2005-03-03T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,HORACE HARDING EXPRESSWAY,1501111
1959,,DOT,Department of Transportation,BRONX,,,2005-04-18T00:00:00.000,Unspecified BRONX,Street Condition,2005-04-13T00:00:00.000,,,Street Lines Complaint,N/A,,,BOSTON ROAD,PELHAM PARKWAY,,Street,BRONX,Unspecified,2005-04-18T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,1512193
1960,,DOT,Department of Transportation,MANHATTAN,East Bound,,2005-06-16T00:00:00.000,Unspecified MANHATTAN,Street Condition,2005-05-16T00:00:00.000,,,Street Lines Complaint,N/A,,,WATER STREET,WILLIAM STREET,,Street,MANHATTAN,Unspecified,2005-06-16T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,1523950
1961,,DOT,Department of Transportation,QUEENS,East Bound,,2005-06-27T00:00:00.000,Unspecified QUEENS,Street Condition,2005-06-14T00:00:00.000,,,Street Lines Complaint,N/A,,,125TH STREET,CONDUIT AVE,,Street,QUEENS,Unspecified,2005-06-27T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,1537867
1962,,DOT,Department of Transportation,BRONX,,,2005-05-19T00:00:00.000,Unspecified BRONX,Street Condition,2005-05-12T00:00:00.000,,,Street Lines Complaint,N/A,,,VAN NEST AVENUE,COLDEN AVENUE,,Street,BRONX,Unspecified,2005-05-19T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,1525391
1963,,3-1-1,311 Quality Assurance,BRONX,North Bound,,2007-02-06T00:00:00.000,Unspecified BRONX,Street Condition,2005-03-29T00:00:00.000,,,Street Lines Complaint,N/A,,,EAST 177TH STREET,EAST 180TH STREET,,Street,BRONX,Unspecified,2007-02-06T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,1509934
1964,,DOT,Department of Transportation,STATEN ISLAND,North Bound,,2005-06-23T00:00:00.000,Unspecified STATEN ISLAND,Street Condition,2005-06-14T00:00:00.000,,,Street Lines Complaint,N/A,,,BAY STREET,CLINTON AVENUE,,Street,STATEN ISLAND,Unspecified,2005-06-23T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,1537280
1965,,DOT,Department of Transportation,STATEN ISLAND,,,2005-05-31T00:00:00.000,Unspecified STATEN ISLAND,Street Condition,2005-05-18T00:00:00.000,,,Street Lines Complaint,N/A,,,ANTHONY STREET,DEXTER AVE,,Street,STATEN ISLAND,Unspecified,2005-05-31T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,1526872
1966,BLOCKFACE,DOT,Department of Transportation,QUEENS,,FOREST HILLS,2005-09-12T00:00:00.000,06 QUEENS,Street Condition,2005-09-04T00:00:00.000,DARTMOUTH STREET,EXETER STREET,Street Lines Complaint,N/A, 69 AVENUE,11375,,,,Street,QUEENS,Unspecified,2005-09-12T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,69 AVENUE,1575346
1967,,DOT,Department of Transportation,QUEENS,East Bound,,2005-07-27T00:00:00.000,Unspecified QUEENS,Street Condition,2005-07-22T00:00:00.000,UNION TURNPIKE,W. 193RD ST,Street Lines Complaint,N/A, FRANCIS LEWIS BLVD,,,,,Street,QUEENS,Unspecified,2005-07-27T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,FRANCIS LEWIS BLVD,1555673
1968,BLOCKFACE,DOT,Department of Transportation,QUEENS,,FOREST HILLS,2005-09-12T00:00:00.000,06 QUEENS,Street Condition,2005-09-04T00:00:00.000,FLEET STREET,GROTON STREET,Street Lines Complaint,N/A, 69 AVENUE,11375,,,,Street,QUEENS,Unspecified,2005-09-12T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,69 AVENUE,1575348
1969,BLOCKFACE,DOT,Department of Transportation,QUEENS,,FOREST HILLS,2005-09-12T00:00:00.000,06 QUEENS,Street Condition,2005-09-04T00:00:00.000,GROTON STREET,HARROW STREET,Street Lines Complaint,N/A, 69 AVENUE,11375,,,,Street,QUEENS,Unspecified,2005-09-12T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,69 AVENUE,1575349
1970,,DOT,Department of Transportation,QUEENS,,,2005-05-23T00:00:00.000,Unspecified QUEENS,Street Condition,2005-05-13T00:00:00.000,,,Street Lines Complaint,N/A,,,199 ST,JAMAICA AVE,,Street,QUEENS,Unspecified,2005-05-23T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,1525285
1971,,DOT,Department of Transportation,QUEENS,,,2005-05-20T00:00:00.000,Unspecified QUEENS,Street Condition,2005-05-17T00:00:00.000,,,Street Lines Complaint,N/A,,,220 ST,97 AVE,,Street,QUEENS,Unspecified,2005-05-20T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,1527555
1972,,DOT,Department of Transportation,QUEENS,North Bound,WHITESTONE,2005-07-29T00:00:00.000,Unspecified QUEENS,Street Condition,2005-07-12T00:00:00.000,,,Street Lines Complaint,N/A,7-35 138TH ST,11357,,,,Street,QUEENS,Unspecified,2005-07-29T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,138TH ST,1552120
1973,,DOT,Department of Transportation,STATEN ISLAND,North Bound,,2005-10-11T00:00:00.000,Unspecified STATEN ISLAND,Street Condition,2005-10-03T00:00:00.000,,,Street Lines Complaint,N/A,,,TODDY AVENUE,SIGNS ROAD,,Street,STATEN ISLAND,Unspecified,2005-10-11T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,1592429
1974,,DOT,Department of Transportation,BROOKLYN,,,2005-09-09T00:00:00.000,Unspecified BROOKLYN,Street Condition,2005-09-02T00:00:00.000,,,Street Lines Complaint,N/A,,,AVENUE T,FLATBUSH AVENUE,,Street,BROOKLYN,Unspecified,2005-09-09T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,1574478
1975,,DOT,Department of Transportation,QUEENS,,,2005-08-03T00:00:00.000,Unspecified QUEENS,Street Condition,2005-07-26T00:00:00.000,MERRICK BLVD,NORTH CONDUIT,Street Lines Complaint,N/A, FARMERS BLVD,,,,,Street,QUEENS,Unspecified,2005-08-03T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,FARMERS BLVD,1556110
1976,BLOCKFACE,DOT,Department of Transportation,BROOKLYN,,BROOKLYN,2005-09-30T00:00:00.000,11 BROOKLYN,Street Condition,2005-09-20T00:00:00.000,BATH AVENUE,BENSON AVENUE,Street Lines Complaint,N/A, 25 AVENUE,11214,,,,Street,BROOKLYN,Unspecified,2005-09-30T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,25 AVENUE,1583588
1977,,DOT,Department of Transportation,STATEN ISLAND,,,2005-07-11T00:00:00.000,Unspecified STATEN ISLAND,Street Condition,2005-06-29T00:00:00.000,,,Street Lines Complaint,N/A,,,OCEANSIDE AVENUE,SEMDS LANE,,Street,STATEN ISLAND,Unspecified,2005-07-11T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,1546694
1978,,3-1-1,311 Quality Assurance,QUEENS,North Bound,,2007-02-06T00:00:00.000,Unspecified QUEENS,Street Condition,2005-09-20T00:00:00.000,,,Street Lines Complaint,N/A,,,102 STREET,42 AVENUE,,Street,QUEENS,Unspecified,2007-02-06T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,1586066
1979,,DOT,Department of Transportation,BROOKLYN,North Bound,,2005-11-29T00:00:00.000,Unspecified BROOKLYN,Street Condition,2005-11-28T00:00:00.000,,,Street Lines Complaint,N/A,,,10 AVENUE,67 STREET,,Street,BROOKLYN,Unspecified,2005-11-29T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,1608337
1980,,DOT,Department of Transportation,QUEENS,,,2005-09-12T00:00:00.000,Unspecified QUEENS,Street Condition,2005-08-22T00:00:00.000,,,Street Lines Complaint,N/A,,,GRAND CENTRAL PARKWAY,BQE,,Street,QUEENS,Unspecified,2005-09-12T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,1566547
1981,,DOT,Department of Transportation,STATEN ISLAND,South Bound,,2005-08-29T00:00:00.000,Unspecified STATEN ISLAND,Street Condition,2005-08-15T00:00:00.000,BARTOW,BARTOW,Street Lines Complaint,N/A, S RAILROAD,,,,,Street,STATEN ISLAND,Unspecified,2005-08-29T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,S RAILROAD,1567787
1982,,DOT,Department of Transportation,BROOKLYN,West Bound,,2005-09-08T00:00:00.000,Unspecified BROOKLYN,Street Condition,2005-08-25T00:00:00.000,,,Street Lines Complaint,N/A,,,ARLINGTON AVENUE,HALE AVENUE,,Street,BROOKLYN,Unspecified,2005-09-08T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,1571410
1983,,DOT,Department of Transportation,BRONX,North Bound,,2005-09-30T00:00:00.000,Unspecified BRONX,Street Condition,2005-08-09T00:00:00.000,,,Street Lines Complaint,N/A,,,TIEBOUT AVE,FORDHAM ROAD,,Street,BRONX,Unspecified,2005-09-30T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,1565574
1984,INTERSECTION,DOT,Department of Transportation,Unspecified,,,2005-08-02T00:00:00.000,0 Unspecified,Street Condition,2005-07-19T00:00:00.000,,,Street Lines Complaint,N/A,,,,,,Street,Unspecified,Unspecified,2005-08-02T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,1552783
1985,,3-1-1,311 Quality Assurance,BROOKLYN,,,2007-02-06T00:00:00.000,Unspecified BROOKLYN,Street Condition,2005-08-04T00:00:00.000,EAST NEW YORK AVE,EASTERN PKWY,Street Lines Complaint,N/A, RALPH AVE,,,,,Street,BROOKLYN,Unspecified,2007-02-06T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,RALPH AVE,1563324
1986,,DOT,Department of Transportation,BROOKLYN,North Bound,,2005-09-15T00:00:00.000,Unspecified BROOKLYN,Street Condition,2005-09-02T00:00:00.000,NORTH STREET,SOUTH STREET,Street Lines Complaint,N/A, BEDFORD AVE,,,,,Street,BROOKLYN,Unspecified,2005-09-15T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,BEDFORD AVE,1573947
1987,,DOT,Department of Transportation,QUEENS,East Bound,,2005-09-06T00:00:00.000,Unspecified QUEENS,Street Condition,2005-08-22T00:00:00.000,,,Street Lines Complaint,N/A,,,63 RD DRIVE,WOODHAVEN BLD,,Street,QUEENS,Unspecified,2005-09-06T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,1569510
1988,,DOT,Department of Transportation,QUEENS,,,2005-09-27T00:00:00.000,Unspecified QUEENS,Street Condition,2005-08-22T00:00:00.000,NORTHERN BLVD,LONG ISLAND EXPRESSWAY,Street Lines Complaint,N/A, MARATHON PARKWAY,,,,,Street,QUEENS,Unspecified,2005-09-27T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,MARATHON PARKWAY,1570884
1989,,DOT,Department of Transportation,STATEN ISLAND,,,2005-08-16T00:00:00.000,Unspecified STATEN ISLAND,Street Condition,2005-08-02T00:00:00.000,,,Street Lines Complaint,N/A,,,HUGEUNOT STREET,RENSSELAER STREET,,Street,STATEN ISLAND,Unspecified,2005-08-16T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,1558644
1990,,DOT,Department of Transportation,QUEENS,East Bound,,2006-01-06T00:00:00.000,Unspecified QUEENS,Street Condition,2005-12-27T00:00:00.000,,,Street Lines Complaint,N/A,,,ROCKAWAY BLVD,107 ST,,Street,QUEENS,Unspecified,2006-01-06T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,1615486
1991,,DOT,Department of Transportation,BROOKLYN,,,2005-09-09T00:00:00.000,Unspecified BROOKLYN,Street Condition,2005-09-02T00:00:00.000,,,Street Lines Complaint,N/A,,,AVENUE T,FLATBUSH AVENUE,,Street,BROOKLYN,Unspecified,2005-09-09T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,1573395
1992,INTERSECTION,DOT,Department of Transportation,Unspecified,North Bound,,2005-10-07T00:00:00.000,0 Unspecified,Street Condition,2005-08-10T00:00:00.000,,,Street Lines Complaint,N/A,,,,,,Street,Unspecified,Unspecified,2005-10-07T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,1565222
1993,,DOT,Department of Transportation,STATEN ISLAND,North Bound,,2005-10-20T00:00:00.000,Unspecified STATEN ISLAND,Street Condition,2005-10-03T00:00:00.000,,,Street Lines Complaint,N/A,,,CARREAU AVENUE,SIGNS,,Street,STATEN ISLAND,Unspecified,2005-10-20T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,1592428
1994,,DOT,Department of Transportation,STATEN ISLAND,North Bound,,2005-10-11T00:00:00.000,Unspecified STATEN ISLAND,Street Condition,2005-10-03T00:00:00.000,,,Street Lines Complaint,N/A,,,RICHMOND AVE,SIGNS ROAD,,Street,STATEN ISLAND,Unspecified,2005-10-11T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,1592427
1995,,DOT,Department of Transportation,BRONX,,,2005-09-27T00:00:00.000,Unspecified BRONX,Street Condition,2005-09-11T00:00:00.000,PELHAM PARKWAY,EAST TREMONT AVENUE,Street Lines Complaint,N/A, EASTCHESTER ROAD,,,,,Street,BRONX,Unspecified,2005-09-27T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,EASTCHESTER ROAD,1583353
1996,,DOT,Department of Transportation,STATEN ISLAND,,,2005-09-28T00:00:00.000,Unspecified STATEN ISLAND,Street Condition,2005-09-26T00:00:00.000,,,Street Lines Complaint,N/A,,,UNION AVENUE,CONFEDERATION PLACE,,Street,STATEN ISLAND,Unspecified,2005-09-28T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,1589600
1997,,DOT,Department of Transportation,BROOKLYN,,,2005-09-27T00:00:00.000,Unspecified BROOKLYN,Street Condition,2005-09-19T00:00:00.000,MACDONALD,47TH STREET,Street Lines Complaint,N/A, PARKVILLE AVENUE,,,,,Street,BROOKLYN,Unspecified,2005-09-27T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,PARKVILLE AVENUE,1583563
1998,,3-1-1,311 Quality Assurance,QUEENS,,,2007-02-06T00:00:00.000,Unspecified QUEENS,Street Condition,2005-12-15T00:00:00.000,EXIT 40,EXIT 41,Street Lines Complaint,N/A, B.Q.E,,,,,Street,QUEENS,Unspecified,2007-02-06T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,B.Q.E,1611574
1999,BLOCKFACE,DOT,Department of Transportation,BROOKLYN,,BROOKLYN,2005-09-13T00:00:00.000,07 BROOKLYN,Street Condition,2005-09-12T00:00:00.000,4 AVENUE,5 AVENUE,Street Lines Complaint,N/A, 16 STREET,11215,,,,Street,BROOKLYN,Unspecified,2005-09-13T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,16 STREET,1582916
2000,,3-1-1,311 Quality Assurance,QUEENS,East Bound,,2007-02-06T00:00:00.000,Unspecified QUEENS,Street Condition,2005-11-23T00:00:00.000,,,Street Lines Complaint,N/A,,,NORTHERN BLVD,PARKWAY,,Street,QUEENS,Unspecified,2007-02-06T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,1608273
2001,,DOT,Department of Transportation,QUEENS,,,2005-12-03T00:00:00.000,Unspecified QUEENS,Street Condition,2005-11-29T00:00:00.000,CLEARVIEW EXPRESSWAY,SPRINGFIELD BLVD,Street Lines Complaint,N/A, UNION TURNPIKE,,,,,Street,QUEENS,Unspecified,2005-12-03T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,UNION TURNPIKE,1610685
2002,,DOT,Department of Transportation,QUEENS,West Bound,NY,2005-10-21T00:00:00.000,Unspecified QUEENS,Street Condition,2005-10-19T00:00:00.000,,,Street Lines Complaint,N/A,60 LANE FRESH POND ROAD,,,,,Street,QUEENS,Unspecified,2005-10-21T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,FRESH POND ROAD,1595356
2003,,DOT,Department of Transportation,BROOKLYN,,,2005-12-05T00:00:00.000,Unspecified BROOKLYN,Street Condition,2005-12-01T00:00:00.000,SCHENECTADY AVENUE,NEW YORK AVENUE,Street Lines Complaint,N/A, CORTELYOU ROAD,,,,,Street,BROOKLYN,Unspecified,2005-12-05T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,CORTELYOU ROAD,1610713
2004,,DOT,Department of Transportation,BROOKLYN,,,2005-11-30T00:00:00.000,Unspecified BROOKLYN,Street Condition,2005-11-23T00:00:00.000,,,Street Lines Complaint,N/A,,,BAY PARKWAY,BELT PARKWAY,,Street,BROOKLYN,Unspecified,2005-11-30T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,1608576
2005,,DOT,Department of Transportation,BROOKLYN,,,2005-11-17T00:00:00.000,Unspecified BROOKLYN,Street Condition,2005-11-02T00:00:00.000,,,Street Lines Complaint,N/A,,,AVE K,E 15 ST,,Street,BROOKLYN,Unspecified,2005-11-17T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,1601014
2006,,DOT,Department of Transportation,STATEN ISLAND,,,2005-11-22T00:00:00.000,Unspecified STATEN ISLAND,Street Condition,2005-11-16T00:00:00.000,,,Street Lines Complaint,N/A,,,BAYVIEW AVE,BALLED AVE,,Street,STATEN ISLAND,Unspecified,2005-11-22T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,1607544
2007,,DOT,Department of Transportation,BROOKLYN,,,2005-10-20T00:00:00.000,Unspecified BROOKLYN,Street Condition,2005-10-13T00:00:00.000,,,Street Lines Complaint,N/A,,,DIVISION PLACE,RICHARDSON STREET,,Street,BROOKLYN,Unspecified,2005-10-20T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,1595611
2008,,DOT,Department of Transportation,STATEN ISLAND,,,2005-10-31T00:00:00.000,Unspecified STATEN ISLAND,Street Condition,2005-10-28T00:00:00.000,,,Street Lines Complaint,N/A,,,FATHER CAPODANNO BLVD,MCCLEAN AVE,,Street,STATEN ISLAND,Unspecified,2005-10-31T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,1598973
2009,,DOT,Department of Transportation,QUEENS,,,2005-10-28T00:00:00.000,Unspecified QUEENS,Street Condition,2005-10-23T00:00:00.000,,,Street Lines Complaint,N/A,,,RAOCKWAY BLVD,SOUTH CONDUIT,,Street,QUEENS,Unspecified,2005-10-28T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,1598077
2010,,DOT,Department of Transportation,MANHATTAN,,,2005-11-28T00:00:00.000,Unspecified MANHATTAN,Street Condition,2005-11-17T00:00:00.000,,,Street Lines Complaint,N/A,,,14TH STREET,UNION SQUARE,,Street,MANHATTAN,Unspecified,2005-11-28T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,1606829
2011,,DOT,Department of Transportation,MANHATTAN,South Bound,,2005-11-18T00:00:00.000,Unspecified MANHATTAN,Street Condition,2005-11-14T00:00:00.000,,,Street Lines Complaint,N/A,,,COLUMBUS AVE,EST 60 STREET,,Street,MANHATTAN,Unspecified,2005-11-18T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,1605683
2012,,DOT,Department of Transportation,QUEENS,,,2005-12-05T00:00:00.000,Unspecified QUEENS,Street Condition,2005-12-01T00:00:00.000,UNION TURNPIKE,CROSS ISLAND PARKWAY,Street Lines Complaint,N/A, 243 STREET,,,,,Street,QUEENS,Unspecified,2005-12-05T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,243 STREET,1609110
2013,,DOT,Department of Transportation,QUEENS,South Bound,,2005-11-03T00:00:00.000,Unspecified QUEENS,Street Condition,2005-11-02T00:00:00.000,,,Street Lines Complaint,N/A,,,KILDARE ROAD,SURREY PL,,Street,QUEENS,Unspecified,2005-11-03T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,1601382
2014,,DOT,Department of Transportation,QUEENS,,,2005-11-15T00:00:00.000,Unspecified QUEENS,Street Condition,2005-11-11T00:00:00.000,,,Street Lines Complaint,N/A,,,GRANG CENTRAL PKWY E SERVICE ROAD,LITTLE NECK PKWY S,,Street,QUEENS,Unspecified,2005-11-15T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,1605760
2015,,DOT,Department of Transportation,QUEENS,,,2005-10-21T00:00:00.000,Unspecified QUEENS,Street Condition,2005-10-17T00:00:00.000,,,Street Lines Complaint,N/A,,,UTOPIA PARKWAY,CROSS ISLAND PKWY,,Street,QUEENS,Unspecified,2005-10-21T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,1598093
2016,,DOT,Department of Transportation,MANHATTAN,,,2005-11-03T00:00:00.000,Unspecified MANHATTAN,Street Condition,2005-10-21T00:00:00.000,,,Street Lines Complaint,N/A,,,97 STREET,PARK AVENUE,,Street,MANHATTAN,Unspecified,2005-11-03T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,1598170
2017,,DOT,Department of Transportation,MANHATTAN,,,2005-11-10T00:00:00.000,Unspecified MANHATTAN,Street Condition,2005-11-06T00:00:00.000,,,Street Lines Complaint,N/A,,,AMSTERDAM AVE,W 65 ST,,Street,MANHATTAN,Unspecified,2005-11-10T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,1602575
2018,,DOT,Department of Transportation,QUEENS,East Bound,,2005-11-29T00:00:00.000,Unspecified QUEENS,Street Condition,2005-11-28T00:00:00.000,KISSENA BLVD,UTOPIA PARKWAY,Street Lines Complaint,N/A, HORACE HARDING SERVICE ROAD E/B,,,,,Street,QUEENS,Unspecified,2005-11-29T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,HORACE HARDING SERVICE ROAD E/B,1608123
